school_emis_code,school_name,school_latitude,school_longitude
35220669,GPS MAHMOOD NAGAR ,31.23257673,74.19431945
35210155,GGES MALIK GARHI SHAHU LAHORE,31.55764642,74.34992739
35220261,GES GOWALMANDI,31.5725009,74.317065
35220374,GGPS THOKAR NIAZ BAIG,31.4885322,74.2345704
35210498,GGPS CLASS MARI,31.52167004,74.460825
35210251,GPS KHALID MODEL KOTLI PIR ABDUL,31.5799822,74.3911339
35210688,GGPS BARHAMAN ABAD,31.55141355,74.48140064
35210092,GGHS PILOT WAHDAT COLONY,31.51742951,74.30725152
35210503,GGPS BARKA KHURD,31.47583175,74.5315484
35220632,GGES CDG JUNIOR MODEL PEOPLES PARK,31.5670746,74.2919656
35210067,GGHS HAIR LAHORE CITY,31.40839243,74.48835603
35210175,GGES KHANAM HUSAINABAD,31.51512913,74.36031927
35220101,GES AMRATSER LINK RAVI ROAD,31.6039738,74.309085
35210231,GPS BHANI SINDHWAN,31.52835054,74.58232228
35220476,GMMS ABU TARB SHABLI TOWN BUND ROAD,31.55482432,74.27271062
35220183,GPS JANJATTY,31.3588638,74.24251766
35210072,"GGHS MODERN MUGHALPURA, SHALIMAR LINK ROAD",31.57881,74.3829695
35210510,GGCMS LEHNA SINGH,31.45846956,74.46139933
35220648,GPS CDG BADAMI BAGH NO. 2,31.59865589,74.33201275
35210984,GGPS ATTO ASAL,31.3083406,74.3965089
35220249,GPS JIA KA TIBBA,31.29472246,74.10695756
35210780,GGES BHASEEN,31.63733779,74.50433278
35210215,GPS OPAL,31.45318603,74.60413191
35220518,GMMS BAHAR E MADINA SHAHDARA,31.64143947,74.29035762
35210439,GPS RASOOL PURA,31.35902268,74.2837407
35220068,GGHS SHAMKE BHATTIAN,31.32918592,74.10095821
35220201,GPS RAIWIND VILLAGE,31.25525057,74.21772659
35210903,GGHS CDG GARHI SHAHU,31.56653849,74.34757727
35220073,GGHS ANJUMAN-E-ISLAMIA GOWALMANDI NEAR FOOD STREET,31.569047,74.3208717
35220049,GHS MOHLANWAL LAHORE,31.40778621,74.14002459
35210152,GGES BHANGALI,31.49133178,74.47750054
35220351,GGPS ALI GARH,31.4504274,74.2466355
35210285,GPS BHANO CHAK,31.59602301,74.56972511
35220625,GGPS MC JUNIOR MODEL NEW CHAUBURJI PARK,31.5511973,74.2947293
35220645,GPS HAVELI HARI KHAN,31.3032198,74.2248388
35210414,GPS NATHA SINGH WALA,31.45593651,74.43336655
35210419,GPS PADDRI,31.51048045,74.50048808
35210418,GPS BARKA KALAN,31.48884177,74.40237204
35210270,GPS LAKHAN KEY SHARIF,31.49279471,74.40164809
35220517,GMMS AL-KHAZAR MOHALLAH,31.6275505,74.3066617
35220170,GPS CHAK BOOTA LAHORE,31.3044855,74.33241357
35210355,GPS HAVELI HABIB ULLAH,31.273689,74.42513175
