Division Name,District Name,Tehsil Name ,Mauza Name ,Service Centre Type,
GUJRANWALA,NAROWAL ,SHAKARGARH TEHSIL,CHAK DARJO,A.I. Sub-Centre,C
GUJRANWALA,NAROWAL ,NAROWAL TEHSIL,BATHAN WALA,Vety. Centre,C
GUJRANWALA,NAROWAL ,NAROWAL TEHSIL,RAYYA KHAS,Vety. Hospital,C
GUJRANWALA,NAROWAL ,NAROWAL TEHSIL,BHANIAN,Vety. Centre,C
GUJRANWALA,NAROWAL ,NAROWAL TEHSIL,BADO MALHI,Vety. Hospital,B
GUJRANWALA,NAROWAL ,NAROWAL TEHSIL,BADO MALHI,A.I. Sub-Centre,C
GUJRANWALA,NAROWAL ,NAROWAL TEHSIL,GADIAN,Vety. Centre,C
GUJRANWALA,NAROWAL ,NAROWAL TEHSIL,AHMAD ABAD,Vety. Hospital,C
GUJRANWALA,NAROWAL ,NAROWAL TEHSIL,BUDHA DHARAG,Vety. Centre,C
GUJRANWALA,NAROWAL ,NAROWAL TEHSIL,ALI PUR SAIDAN,Vety. Centre,C
GUJRANWALA,NAROWAL ,NAROWAL TEHSIL,CHANDOKE,Vety. Hospital,C
GUJRANWALA,NAROWAL ,NAROWAL TEHSIL,CHANDOKE,A.I. Sub-Centre,C
GUJRANWALA,NAROWAL ,NAROWAL TEHSIL,NONAR,Vety. Hospital,C
GUJRANWALA,NAROWAL ,NAROWAL TEHSIL,MARALI,Vety. Centre,C
GUJRANWALA,NAROWAL ,NAROWAL TEHSIL,GHOTA FATEH GARH,Vety. Centre,C
GUJRANWALA,NAROWAL ,NAROWAL TEHSIL,MANAK,Vety. Centre,C
GUJRANWALA,NAROWAL ,NAROWAL TEHSIL,DAUD,Vety. Centre,C
GUJRANWALA,NAROWAL ,NAROWAL TEHSIL,SADIQ ABAD,Vety. Centre,C
GUJRANWALA,NAROWAL ,NAROWAL TEHSIL,TALWANDI BAJWAH,Vety. Centre,C
GUJRANWALA,NAROWAL ,NAROWAL TEHSIL,NAROWAL,Vety. Hospital,A
GUJRANWALA,NAROWAL ,NAROWAL TEHSIL,NAROWAL,A.I. Centre,C
GUJRANWALA,NAROWAL ,NAROWAL TEHSIL,MAHAR SHARIF, Vety. Dispensary,C
GUJRANWALA,NAROWAL ,NAROWAL TEHSIL,CHANDOWAL,Vety. Centre,C
GUJRANWALA,NAROWAL ,NAROWAL TEHSIL,DALE PUR,Vety. Centre,C
GUJRANWALA,NAROWAL ,NAROWAL TEHSIL,JASSAR,Vety. Centre,C
GUJRANWALA,NAROWAL ,NAROWAL TEHSIL,ZAFAR WAL,Vety. Hospital,A
GUJRANWALA,NAROWAL ,NAROWAL TEHSIL,ZAFAR WAL,A.I. Sub-Centre,C
GUJRANWALA,NAROWAL ,NAROWAL TEHSIL,DHAMTHAL,Vety. Centre,C
GUJRANWALA,NAROWAL ,NAROWAL TEHSIL,SANKHATARA,Vety. Hospital,B
GUJRANWALA,NAROWAL ,NAROWAL TEHSIL,KHAKHA, Vety. Dispensary,C
GUJRANWALA,NAROWAL ,NAROWAL TEHSIL,LOBAN,A.I. Sub-Centre,C
GUJRANWALA,NAROWAL ,NAROWAL TEHSIL,WALIKE, Vety. Dispensary,C
GUJRANWALA,NAROWAL ,NAROWAL TEHSIL,MIRAK PUR,Vety. Centre,C
GUJRANWALA,NAROWAL ,NAROWAL TEHSIL,MADO KAHLWAN,Vety. Hospital,C
GUJRANWALA,NAROWAL ,NAROWAL TEHSIL,MADO KAHLWAN,A.I. Sub-Centre,C
Lahore,Lahore,LAHORE CITY TEHSIL,NIAZ BEG(+HANJARWAL+SHADIWAL),Vety. Hospital,B
Lahore,Lahore,LAHORE CITY TEHSIL,NIAZ BEG(+HANJARWAL+SHADIWAL),A.I. Sub-Centre,C
Lahore,Lahore,LAHORE CITY TEHSIL,SHAHPUR,Vety. Centre,C
Lahore,Lahore,RAIWIND TEHSIL,RAIWIND,Vety. Hospital,A
Lahore,Lahore,RAIWIND TEHSIL,RAIWIND,A.I. Centre,C
Lahore,Lahore,RAIWIND TEHSIL,LADHEKE UNCHE, Vety. Dispensary,C
Lahore,Lahore,RAIWIND TEHSIL,LADHEKE UNCHE,A.I. Sub-Centre,C
Lahore,Lahore,RAIWIND TEHSIL,MAL,Vety. Hospital,B
Lahore,Lahore,RAIWIND TEHSIL,MANGAUTAR,Vety. Hospital,C
Lahore,Lahore,RAIWIND TEHSIL,MANGAHITHAR,Vety. Hospital,C
Lahore,Lahore,RAIWIND TEHSIL,MANGAHITHAR,Mobile Vety. Dispencery,C
Lahore,Lahore,RAIWIND TEHSIL,MANGAHITHAR,A.I. Centre,C
Lahore,Lahore,RAIWIND TEHSIL,SHAMKE BHATTIAN,Vety. Hospital,B
Lahore,Lahore,RAIWIND TEHSIL,SHAMKE BHATTIAN,Mobile Vety. Dispencery,C
Lahore,Lahore,LAHORE CITY TEHSIL,SHAHDARA,Vety. Hospital,A
Lahore,Lahore,LAHORE CITY TEHSIL,SHAHDARA,A.I. Centre,C
Lahore,Lahore,RAIWIND TEHSIL,CHAUNG PANJGARAIN,Vety. Hospital,B
Lahore,Lahore,RAIWIND TEHSIL,CHAUNG PANJGARAIN,A.I. Centre,C
Lahore,Lahore,RAIWIND TEHSIL,JIABAGGA,Vety. Hospital,B
Lahore,Lahore,RAIWIND TEHSIL,JIABAGGA,A.I. Sub-Centre,C
Lahore,Lahore,RAIWIND TEHSIL,PAJEE,Vety. Centre,C
Lahore,Lahore,LAHORE CITY TEHSIL,RANGIL PUR,Vety. Centre,C
Lahore,Lahore,LAHORE CITY TEHSIL,RANGIL PUR,A.I. Sub-Centre,C
Lahore,Lahore,LAHORE CITY TEHSIL,MARAKA,Vety. Centre,C
Lahore,Lahore,LAHORE CITY TEHSIL,MARAKA,A.I. Sub-Centre,C
Lahore,Lahore,LAHORE CANTT TEHSIL,PADHANA,Vety. Hospital,B
Lahore,Lahore,LAHORE CANTT TEHSIL,PADHANA,A.I. Sub-Centre,C
Lahore,Lahore,SHALIMAR TEHSIL,HUDIARA,Vety. Hospital,B
Lahore,Lahore,SHALIMAR TEHSIL,HUDIARA,A.I. Sub-Centre,C
Lahore,Lahore,SHALIMAR TEHSIL,BARKI,Vety. Hospital,B
Lahore,Lahore,SHALIMAR TEHSIL,BARKI,A.I. Centre,B
Lahore,Lahore,SHALIMAR TEHSIL,MINHALA KHURD KALAN,Vety. Hospital,B
Lahore,Lahore,SHALIMAR TEHSIL,MINHALA KHURD KALAN,A.I. Sub-Centre,C
Lahore,Lahore,SHALIMAR TEHSIL,BHASIN,Vety. Hospital,C
Lahore,Lahore,SHALIMAR TEHSIL,WAHGA,Vety. Centre,C
Lahore,Lahore,SHALIMAR TEHSIL,DIAL,A.I. Sub-Centre,C
Lahore,Lahore,SHALIMAR TEHSIL,NARWAR,Vety. Centre,C
Lahore,Lahore,SHALIMAR TEHSIL,MANWAN,Vety. Centre,C
Lahore,Lahore,SHALIMAR TEHSIL,JALLO,Vety. Hospital,A
Lahore,Lahore,SHALIMAR TEHSIL,JALLO,Mobile Vety. Dispencery,C
Lahore,Lahore,SHALIMAR TEHSIL,JALLO,A.I. Centre,C
Lahore,Lahore,SHALIMAR TEHSIL,TAQI PURA,Vety. Hospital,C
Lahore,Lahore,LAHORE CANTT TEHSIL,DOGAI KALAN, Vety. Dispensary,C
Lahore,Lahore,LAHORE CANTT TEHSIL,DOGAI KALAN,Vety. Centre,C
Lahore,Lahore,MODEL TOWN TEHSIL,KAHNA NAU,Vety. Hospital,A
Lahore,Lahore,MODEL TOWN TEHSIL,KAHNA NAU,A.I. Centre,B
Lahore,Lahore,MODEL TOWN TEHSIL,KACHHA,Vety. Centre,C
Lahore,Lahore,MODEL TOWN TEHSIL,HALLOKI,Vety. Centre,C
Lahore,Lahore,MODEL TOWN TEHSIL,PANDOKE,Vety. Centre,C
Lahore,Lahore,MODEL TOWN TEHSIL,RAKH CHANDRAI,Vety. Hospital,A
Lahore,Lahore,MODEL TOWN TEHSIL,RAKH CHANDRAI,A.I. Centre,C
Lahore,Lahore,LAHORE CANTT TEHSIL,HEER,Vety. Hospital,B
Lahore,Lahore,LAHORE CANTT TEHSIL,HEER,A.I. Sub-Centre,C
Lahore,Lahore,LAHORE CANTT TEHSIL,KARBATH,Vety. Centre,C
Lahore,Lahore,LAHORE CANTT TEHSIL,KARBATH,A.I. Sub-Centre,C
Lahore,Lahore,LAHORE CANTT TEHSIL,LADHAR(WITH SIMAT PURA),Vety. Centre,C
Lahore,Lahore,LAHORE CANTT TEHSIL,HERBANSPURA,Vety. Hospital,A
Lahore,Lahore,LAHORE CANTT TEHSIL,HERBANSPURA,A.I. Centre,B
Lahore,Lahore,LAHORE CANTT TEHSIL,MANDIANWALA,Vety. Centre,C
Lahore,Lahore,LAHORE CANTT TEHSIL,LAKKODHAIR,Vety. Centre,C
Lahore,Lahore,LAHORE CANTT TEHSIL,HANDU,Vety. Hospital,C
Lahore,Lahore,MODEL TOWN TEHSIL,KAMAHAN,Vety. Centre,C
Lahore,Lahore,MODEL TOWN TEHSIL,DULUKHURD,Vety. Centre,C
Lahore,Lahore,MODEL TOWN TEHSIL,GAJJUMATTA,Vety. Centre,C
Lahore,Lahore,MODEL TOWN TEHSIL,ATARI SAROBA,Vety. Centre,C
Lahore,Lahore,LAHORE CANTT TEHSIL,JAHAMAN,Vety. Centre,C
Lahore,Lahore,LAHORE CANTT TEHSIL,LAKHOKI,Vety. Centre,C
Lahore,Lahore,LAHORE CANTT TEHSIL,LAKHOKI,A.I. Sub-Centre,C
Lahore,Lahore,LAHORE CANTT TEHSIL,GHOWIND,Vety. Hospital,B
Lahore,Lahore,LAHORE CANTT TEHSIL,DHALOKILLA,Vety. Centre,C
Lahore,Kasur,KASUR TEHSIL,KHAI HITHAR,Vety. Centre,C
Lahore,Kasur,KASUR TEHSIL,KHAI HITHAR,A.I. Sub-Centre,C
Lahore,Kasur,KASUR TEHSIL,AULAKH HITHAR,Vety. Centre,C
Lahore,Kasur,KASUR TEHSIL,KHUDIAN,Vety. Hospital,B
Lahore,Kasur,KASUR TEHSIL,KHUDIAN,A.I. Centre,C
Lahore,Kasur,KASUR TEHSIL,KASUR,Vety. Hospital,A
Lahore,Kasur,KASUR TEHSIL,KASUR,Mobile Vety. Dispencery,C
Lahore,Kasur,KASUR TEHSIL,KASUR,A.I. Centre,B
Lahore,Kasur,KASUR TEHSIL,ATHILPUR,Vety. Centre,C
Lahore,Kasur,KASUR TEHSIL,HARDO SAHARI, Vety. Dispensary,C
Lahore,Kasur,KASUR TEHSIL,BHILA HITHAR,A.I. Sub-Centre,C
Lahore,Kasur,KASUR TEHSIL,JAURA, Vety. Dispensary,C
Lahore,Kasur,KASUR TEHSIL,FATEHPUR,Vety. Centre,C
Lahore,Kasur,KASUR TEHSIL,KOTLI RAI ABUBAKAR, Vety. Dispensary,C
Lahore,Kasur,KASUR TEHSIL,GOHAR,Vety. Centre,C
Lahore,Kasur,KASUR TEHSIL,MUSTAFA ABAD,Vety. Hospital,B
Lahore,Kasur,KASUR TEHSIL,MUSTAFA ABAD,A.I. Centre,B
Lahore,Kasur,KASUR TEHSIL,IBRAHIM ABAD, Vety. Dispensary,C
Lahore,Kasur,KASUR TEHSIL,DAFTOH, Vety. Dispensary,C
Lahore,Kasur,KASUR TEHSIL,SARHALI KALAN, Vety. Dispensary,C
Lahore,Kasur,KASUR TEHSIL,CHITHIAN WALA,Vety. Hospital,C
Lahore,Kasur,KASUR TEHSIL,KATLOI KALAN,Vety. Hospital,C
Lahore,Kasur,KASUR TEHSIL,HUSSAIN KHAN WALA,Vety. Centre,C
Lahore,Kasur,KASUR TEHSIL,MAMBEKE, Vety. Dispensary,C
Lahore,Kasur,KASUR TEHSIL,SAHJRA, Vety. Dispensary,C
Lahore,Kasur,KASUR TEHSIL,RAJI WALA ARAIN,Vety. Centre,C
Lahore,Kasur,KASUR TEHSIL,RAJI WALA ARAIN,A.I. Sub-Centre,C
Lahore,Kasur,KASUR TEHSIL,SULTANSHAH WALA, Vety. Dispensary,C
Lahore,Kasur,KASUR TEHSIL,MIAN WALA, Vety. Dispensary,C
Lahore,Kasur,KASUR TEHSIL,BAZAIDPUR, Vety. Dispensary,C
Lahore,Kasur,KASUR TEHSIL,USMAN WALA, Vety. Dispensary,B
Lahore,Kasur,KASUR TEHSIL,USMAN WALA,A.I. Sub-Centre,C
Lahore,Kasur,KASUR TEHSIL,MAHALAM,Vety. Centre,C
Lahore,Kasur,KASUR TEHSIL,PIAL KALAN, Vety. Dispensary,C
Lahore,Kasur,KASUR TEHSIL,JAGUWALA,Vety. Centre,C
Lahore,Kasur,KASUR TEHSIL,DHALA HITHAR,Vety. Centre,C
Lahore,Kasur,KASUR TEHSIL,RAJOO WAL NAU, Vety. Dispensary,C
Lahore,Kasur,KASUR TEHSIL,GANJA KALAN,Vety. Centre,C
Lahore,Kasur,KASUR TEHSIL,KHARA, Vety. Dispensary,C
Lahore,Kasur,KASUR TEHSIL,SATTOKI,Vety. Centre,C
Lahore,Kasur,KASUR TEHSIL,RAJA JANG,Vety. Hospital,B
Lahore,Kasur,KASUR TEHSIL,RAJA JANG,A.I. Sub-Centre,C
Lahore,Kasur,KASUR TEHSIL,KOT ANUPSINGH, Vety. Dispensary,C
Lahore,Kasur,KASUR TEHSIL,MANN, Vety. Dispensary,C
Lahore,Kasur,KASUR TEHSIL,ROHIWAL, Vety. Dispensary,C
Lahore,Kasur,KASUR TEHSIL,NIZAM PURA, Vety. Dispensary,C
Lahore,Kasur,CHUNIAN TEHSIL,JANDWALA, Vety. Dispensary,C
Lahore,Kasur,CHUNIAN TEHSIL,RASUL PUR, Vety. Dispensary,C
Lahore,Kasur,CHUNIAN TEHSIL,JAMSHER KALAN, Vety. Dispensary,C
Lahore,Kasur,CHUNIAN TEHSIL,LUNDEY, Vety. Dispensary,C
Lahore,Kasur,CHUNIAN TEHSIL,KANGANPUR,Vety. Hospital,B
Lahore,Kasur,CHUNIAN TEHSIL,KANGANPUR,Vety. Centre,C
Lahore,Kasur,CHUNIAN TEHSIL,KANGANPUR,A.I. Sub-Centre,C
Lahore,Kasur,CHUNIAN TEHSIL,GANDHI ROOPSINGH,Vety. Centre,C
Lahore,Kasur,CHUNIAN TEHSIL,BHAGIWAL,Vety. Centre,C
Lahore,Kasur,CHUNIAN TEHSIL,BHAGIWAL,Vety. Centre,C
Lahore,Kasur,CHUNIAN TEHSIL,CHANGA MANGA,Vety. Hospital,B
Lahore,Kasur,CHUNIAN TEHSIL,WAN KHARA,Vety. Centre,C
Lahore,Kasur,CHUNIAN TEHSIL,CHAK NO.18, Vety. Dispensary,C
Lahore,Kasur,CHUNIAN TEHSIL,MUHAMMADI PUR, Vety. Dispensary,C
Lahore,Kasur,CHUNIAN TEHSIL,MAUJOKI, Vety. Dispensary,C
Lahore,Kasur,CHUNIAN TEHSIL,MAULA PUR, Vety. Dispensary,C
Lahore,Kasur,CHUNIAN TEHSIL,GEHLAN HITHAR, Vety. Dispensary,C
Lahore,Kasur,CHUNIAN TEHSIL,DEOSIAL, Vety. Dispensary,C
Lahore,Kasur,CHUNIAN TEHSIL,ARZANI PUR,Vety. Centre,C
Lahore,Kasur,CHUNIAN TEHSIL,ACHAL KE, Vety. Dispensary,C
Lahore,Kasur,CHUNIAN TEHSIL,ALLAH ABAD, Vety. Dispensary,C
Lahore,Kasur,CHUNIAN TEHSIL,ALLAH ABAD,A.I. Sub-Centre,C
Lahore,Kasur,CHUNIAN TEHSIL,JAJAL, Vety. Dispensary,C
Lahore,Kasur,CHUNIAN TEHSIL,KOTHA, Vety. Dispensary,C
Lahore,Kasur,CHUNIAN TEHSIL,KULL, Vety. Dispensary,C
Lahore,Kasur,CHUNIAN TEHSIL,MOKAL, Vety. Dispensary,C
Lahore,Kasur,CHUNIAN TEHSIL,BHUPEWALA,Vety. Centre,C
Lahore,Kasur,CHUNIAN TEHSIL,SADHA, Vety. Dispensary,C
Lahore,Kasur,CHUNIAN TEHSIL,CHUNIAN ATTHAR,Vety. Hospital,A
Lahore,Kasur,CHUNIAN TEHSIL,CHUNIAN ATTHAR,Mobile Vety. Dispencery,C
Lahore,Kasur,CHUNIAN TEHSIL,CHUNIAN ATTHAR,A.I. Sub-Centre,C
Lahore,Kasur,CHUNIAN TEHSIL,CHUNIAN ATTHAR,A.I. Centre,C
Lahore,Kasur,PATTOKI TEHSIL,WAN ADHAN, Vety. Dispensary,C
Lahore,Kasur,PATTOKI TEHSIL,PATTOKI KOHANA,Vety. Hospital,A
Lahore,Kasur,PATTOKI TEHSIL,PATTOKI KOHANA,Mobile Vety. Dispencery,C
Lahore,Kasur,PATTOKI TEHSIL,PATTOKI KOHANA,A.I. Centre,B
Lahore,Kasur,PATTOKI TEHSIL,CHAK NO.39,Vety. Centre,C
Lahore,Kasur,PATTOKI TEHSIL,LUMBEY JAGIR GULZAR JAGIR,Vety. Hospital,C
Lahore,Kasur,PATTOKI TEHSIL,BUGHIANA KALAN, Vety. Dispensary,C
Lahore,Kasur,PATTOKI TEHSIL,NOTHA KHALSA, Vety. Dispensary,C
Lahore,Kasur,PATTOKI TEHSIL,PHOOL NAGAR,Vety. Hospital,B
Lahore,Kasur,PATTOKI TEHSIL,PHOOL NAGAR,A.I. Centre,C
Lahore,Kasur,PATTOKI TEHSIL,HALLA, Vety. Dispensary,C
Lahore,Kasur,PATTOKI TEHSIL,ALPA KALAN, Vety. Dispensary,C
Lahore,Kasur,PATTOKI TEHSIL,PADHANA CHAK NO.45, Vety. Dispensary,C
Lahore,Kasur,PATTOKI TEHSIL,DULOO MULTANI,Vety. Centre,C
Lahore,Kasur,PATTOKI TEHSIL,KOT MAHIJI KHAN,Vety. Centre,C
Lahore,Kasur,PATTOKI TEHSIL,JAMBAR KALAN,A.I. Sub-Centre,C
Lahore,Kasur,PATTOKI TEHSIL,CHAK NO 32 MUNSHIAN WAL,Vety. Centre,C
Lahore,Kasur,PATTOKI TEHSIL,RODE,Vety. Centre,C
Lahore,Kasur,PATTOKI TEHSIL,SARAI NAUSHERA/MUGHAL, Vety. Dispensary,C
Lahore,Kasur,PATTOKI TEHSIL,CHAK NO.24,Vety. Centre,C
Lahore,Kasur,PATTOKI TEHSIL,SHEIKHUM, Vety. Dispensary,C
Lahore,Kasur,PATTOKI TEHSIL,HANJRAI-KALAN,Vety. Centre,C
Lahore,Kasur,PATTOKI TEHSIL,HANJRAI-KALAN,A.I. Sub-Centre,C
Lahore,Kasur,PATTOKI TEHSIL,CHAK NO.25,A.I. Sub-Centre,C
Lahore,Kasur,KOT RADHA KISHAN TEHSIL,ZAFARKE,Vety. Centre,C
Lahore,Kasur,KOT RADHA KISHAN TEHSIL,CHAK NO.55,Vety. Centre,C
Lahore,Kasur,KOT RADHA KISHAN TEHSIL,BAGHIAR MAR,Vety. Centre,C
Lahore,Kasur,KOT RADHA KISHAN TEHSIL,MEHMOOD ABAD,Vety. Centre,C
Lahore,Kasur,KASUR TEHSIL,BABILIANA AUTAR, Vety. Dispensary,C
Lahore,Kasur,KOT RADHA KISHAN TEHSIL,ROSSA,Vety. Centre,C
Lahore,Kasur,KOT RADHA KISHAN TEHSIL,MUDKE DHARIWAL, Vety. Dispensary,C
Lahore,Kasur,KOT RADHA KISHAN TEHSIL,CHHINA ARLA,Vety. Centre,C
Lahore,Kasur,KOT RADHA KISHAN TEHSIL,BHAMBA, Vety. Dispensary,C
Lahore,Kasur,KOT RADHA KISHAN TEHSIL,NATHOKI, Vety. Dispensary,C
Lahore,Kasur,KOT RADHA KISHAN TEHSIL,KOT RADHA KISHAN,Vety. Hospital,A
Lahore,Kasur,KOT RADHA KISHAN TEHSIL,KOT RADHA KISHAN,Mobile Vety. Dispencery,C
Lahore,Kasur,KOT RADHA KISHAN TEHSIL,KOT RADHA KISHAN,A.I. Centre,C
Lahore,Kasur,KASUR TEHSIL,SIDHU PURA, Vety. Dispensary,C
Lahore,Kasur,KOT RADHA KISHAN TEHSIL,MATTA,Vety. Centre,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.38/2-R, Vety. Dispensary,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.38/2-R, Vety. Dispensary,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.6/4-L,A.I. Sub-Centre,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.6/4-L,A.I. Sub-Centre,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.10/4-L, Vety. Centre,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.10/4-L, Vety. Centre,C
SAHIWAL,OKARA,OKARA TEHSIL,FATEH PUR, Vety. Dispensary,C
SAHIWAL,OKARA,OKARA TEHSIL,FATEH PUR, Vety. Dispensary,C
SAHIWAL,OKARA,OKARA TEHSIL,FATEH PUR,A.I. Sub-Centre,C
SAHIWAL,OKARA,OKARA TEHSIL,FATEH PUR,A.I. Sub-Centre,C
SAHIWAL,OKARA,OKARA TEHSIL,GUGERA,A.I. Sub-Centre,C
SAHIWAL,OKARA,OKARA TEHSIL,GUGERA,A.I. Sub-Centre,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.30/G.D., Vety. Centre,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.30/G.D., Vety. Centre,C
SAHIWAL,OKARA,OKARA TEHSIL,JANDRAKA,Vety. Hospital,C
SAHIWAL,OKARA,OKARA TEHSIL,JANDRAKA,Vety. Hospital,C
SAHIWAL,OKARA,OKARA TEHSIL,JANDRAKA, Vety. Dispensary,C
SAHIWAL,OKARA,OKARA TEHSIL,JANDRAKA, Vety. Dispensary,C
SAHIWAL,OKARA,OKARA TEHSIL,JANDRAKA,A.I. Sub-Centre,C
SAHIWAL,OKARA,OKARA TEHSIL,JANDRAKA,A.I. Sub-Centre,C
SAHIWAL,OKARA,OKARA TEHSIL,KOHLA,Vety. Hospital,C
SAHIWAL,OKARA,OKARA TEHSIL,KOHLA,Vety. Hospital,C
SAHIWAL,OKARA,OKARA TEHSIL,KOHLA, Vety. Dispensary,C
SAHIWAL,OKARA,OKARA TEHSIL,KOHLA, Vety. Dispensary,C
SAHIWAL,OKARA,OKARA TEHSIL,LASHARI, Vety. Centre,C
SAHIWAL,OKARA,OKARA TEHSIL,LASHARI, Vety. Centre,C
SAHIWAL,OKARA,OKARA TEHSIL,NAUL, Vety. Dispensary,C
SAHIWAL,OKARA,OKARA TEHSIL,NAUL, Vety. Dispensary,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.10/G.D., Vety. Centre,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.10/G.D., Vety. Centre,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.34/4-L, Vety. Dispensary,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.34/4-L, Vety. Dispensary,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.34/4-L, Vety. Dispensary,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.34/4-L, Vety. Dispensary,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.33/4-L,A.I. Sub-Centre,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.33/4-L,A.I. Sub-Centre,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.40-A/4-L, Vety. Dispensary,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.40-A/4-L, Vety. Dispensary,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.40/4-L, Vety. Dispensary,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.40/4-L, Vety. Dispensary,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.27/4-L, Vety. Centre,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.27/4-L, Vety. Centre,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.21/4-L, Vety. Dispensary,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.21/4-L, Vety. Dispensary,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.37/4-L, Vety. Dispensary,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.37/4-L, Vety. Dispensary,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.25/4-L, Vety. Centre,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.25/4-L, Vety. Centre,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.25/4-L,A.I. Sub-Centre,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.25/4-L,A.I. Sub-Centre,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO 40/2-L, Vety. Dispensary,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO 40/2-L, Vety. Dispensary,C
SAHIWAL,OKARA,OKARA TEHSIL,SATGARA, Vety. Dispensary,C
SAHIWAL,OKARA,OKARA TEHSIL,SATGARA, Vety. Dispensary,C
SAHIWAL,OKARA,OKARA TEHSIL,SATGARA,A.I. Sub-Centre,C
SAHIWAL,OKARA,OKARA TEHSIL,SATGARA,A.I. Sub-Centre,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.18/G.D., Vety. Dispensary,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.18/G.D., Vety. Dispensary,C
SAHIWAL,OKARA,OKARA TEHSIL,BIBIPUR, Vety. Dispensary,C
SAHIWAL,OKARA,OKARA TEHSIL,BIBIPUR, Vety. Dispensary,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.20/G.D., Vety. Dispensary,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.20/G.D., Vety. Dispensary,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.25/2-R,A.I. Sub-Centre,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.25/2-R,A.I. Sub-Centre,C
SAHIWAL,OKARA,OKARA TEHSIL,JABOOKA, Vety. Dispensary,C
SAHIWAL,OKARA,OKARA TEHSIL,JABOOKA, Vety. Dispensary,C
SAHIWAL,OKARA,OKARA TEHSIL,JABOOKA,A.I. Sub-Centre,C
SAHIWAL,OKARA,OKARA TEHSIL,JABOOKA,A.I. Sub-Centre,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.21/G.D., Vety. Centre,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.21/G.D., Vety. Centre,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.14/G.D., Vety. Centre,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.14/G.D., Vety. Centre,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.12/1-R, Vety. Dispensary,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.12/1-R, Vety. Dispensary,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.12/1-R,A.I. Sub-Centre,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.12/1-R,A.I. Sub-Centre,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.45/G.D., Vety. Dispensary,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.45/G.D., Vety. Dispensary,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.48/3-R, Vety. Dispensary,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.48/3-R, Vety. Dispensary,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.48/3-R,A.I. Sub-Centre,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.48/3-R,A.I. Sub-Centre,C
SAHIWAL,OKARA,OKARA TEHSIL,CHAK NO.51/3-R, Vety. Centre,C
