district_name,tehsil_name,exam_center_emis,xc_name
LAYYAH,KAROR LALISAN,32220041,149-GES DIN PUR
LAYYAH,KAROR LALISAN,32220003,150-GHS KAROR NO. 1
LAYYAH,KAROR LALISAN,32220003,151-GHS KAROR NO. 1(a)
LAYYAH,KAROR LALISAN,32220004,152-GHS Railway Road Karor
LAYYAH,KAROR LALISAN,32220023,153-GGHS KAROR
LAYYAH,KAROR LALISAN,32220243,154-GGHS RAILWAY STATION NO.1
LAYYAH,LAYYAH,32230007,155-GHS CHAK NO 464 TDA
LAYYAH,LAYYAH,32230319,156-GGPS CHAK NO.464/TDA
LAYYAH,LAYYAH,32230031,157-GHS CHAK NO.120 TDA LAYYAH
LAYYAH,LAYYAH,32230540,158-GGES CHAK NO.120/TDA OLD LAYYAH
LAYYAH,LAYYAH,32230049,159-GGHS CHAK NO 121 TDA LAYYAH
LAYYAH,LAYYAH,32230019,160-GHS HEAD MEHBOOB LAYYAH
LAYYAH,LAYYAH,32230718,161-GGHS CHAK 336 TDA(C)
LAYYAH,LAYYAH,32230718,162-GGHS CHAK 336 TDA(D)
LAYYAH,KAROR LALISAN,32220008,163-GHS Sahu Wala(a)
LAYYAH,CHAUBARA,32210006,164-GHS Chak 482/TDA
LAYYAH,CHAUBARA,32210009,165-GGHS Chak 377/TDA
LAYYAH,LAYYAH,32230027,166-GHS CHAK NO.137 TDA
LAYYAH,LAYYAH,32230047,167-GGHS Chak 137/TDA
LAYYAH,LAYYAH,32230128,168-GGES CHAK NO 138 TDA
LAYYAH,LAYYAH,32230258,169-GES CHAK NO 136 TDA
LAYYAH,KAROR LALISAN,32220018,170-GHS CHAK NO. 261 TDA(A)
LAYYAH,KAROR LALISAN,32220611,171-GGHS Chak 268/TDA(A)
LAYYAH,KAROR LALISAN,32220171,172-GES SHAFIQ ABAD
LAYYAH,KAROR LALISAN,32220008,173-GHS Sahu Wala(B)
LAYYAH,LAYYAH,32230012,174-GHS PAHAR PUR
LAYYAH,LAYYAH,32230022,175-GHS BASTI SHADU KHAN LAYYAH(A)
LAYYAH,KAROR LALISAN,32220019,176-GHS CHAK NO 236 TDA(A)
LAYYAH,KAROR LALISAN,32220067,177-GGHS CHAK NO. 234-A/TDA(A)
LAYYAH,CHAUBARA,32210032,178-GGHS CHAK NO. 408 TDA
LAYYAH,LAYYAH,32230143,179-GGES SHADU KHAN(A)
LAYYAH,LAYYAH,32230076,180-GES NOSHERA
LAYYAH,LAYYAH,32230142,181-GGHS NOUSHERA
LAYYAH,KAROR LALISAN,32220060,182-GGHS JHARKIL(A)
LAYYAH,LAYYAH,32230002,183-GHSS Ladhana(A)
LAYYAH,LAYYAH,32230046,184-GGHSS LADHANA(A)
LAYYAH,LAYYAH,32230084,185-GES CHAK NO 152 TDA(A)
LAYYAH,LAYYAH,32230125,186-GGHS CHAK NO 152 TDA(A)
LAYYAH,LAYYAH,32230008,187-GHS Chak 287/TDA
LAYYAH,LAYYAH,32230053,188-GES CHAK NO 283 TDA
LAYYAH,LAYYAH,32230055,189-GES CHAK NO.132 TDA
LAYYAH,LAYYAH,32220015,190-GHS SHAH PUR
LAYYAH,LAYYAH,32220046,191-GHS ASIF ABAD
LAYYAH,LAYYAH,32220059,192-GGHS SHAH PUR
LAYYAH,LAYYAH,32220311,193-GGES BHUMB WALA 114/T
LAYYAH,LAYYAH,32230013,194-GHS Bakhri Ahmad Khan(A)
LAYYAH,LAYYAH,32230620,195-GPS MACHI MOZA BAIT GUJJI
LAYYAH,KAROR LALISAN,32220401,196-GGES CHAK NO. 112 ML(A)
LAYYAH,KAROR LALISAN,32220039,197-GES CHAK NO 82 ML
LAYYAH,KAROR LALISAN,32220029,198-GGHS CHAK NO. 90 ML
LAYYAH,KAROR LALISAN,32220005,199-GHS Fateh Pur
LAYYAH,KAROR LALISAN,32220022,200-GGHS FATEH PUR
LAYYAH,KAROR LALISAN,32220166,201-GES FATEH PUR NO 1
LAYYAH,KAROR LALISAN,32220612,202-GGHS KAROR ROAD FATEH PUR
LAYYAH,KAROR LALISAN,32220043,203-GES LASHARI JUTEY WALA
LAYYAH,KAROR LALISAN,32220028,204-GGHS CHAK NO.98/ML(A)
LAYYAH,KAROR LALISAN,32220370,205-GGES CHAK NO.79/TDA(A)
LAYYAH,LAYYAH,32230006,206-GHS Mian wala Jadeed
LAYYAH,LAYYAH,32230006,207-GHS Mian wala Jadeed(a)
LAYYAH,LAYYAH,32230034,208-GGHS CHAK NO.279 TDA
LAYYAH,CHAUBARA,32210022,209-GGHS CHAK NO.330 TDA
LAYYAH,LAYYAH,32230032,210-GHS SERAI
LAYYAH,LAYYAH,32230087,211-GhS SEHMAL
LAYYAH,KAROR LALISAN,32220021,212-GHS Basti Sibhani Chak 108/TDA(B)
LAYYAH,KAROR LALISAN,32220020,213-GHS Basti Qazi(D)
LAYYAH,KAROR LALISAN,32220061,214-GGHS BASTI QAZI(B)
LAYYAH,KAROR LALISAN,32220009,215-GHS Chak 306/TDA(D)
LAYYAH,KAROR LALISAN,32220081,216-GGES CHAK NO. 306/TDA(A)
LAYYAH,CHAUBARA,32210003,217-GHS Nawan Kot
LAYYAH,KAROR LALISAN,32220086,218-GES GARAH JAN MUHAMMAD
LAYYAH,KAROR LALISAN,32220014,219-GHS CHAK NO. 241 TDA
LAYYAH,CHAUBARA,32210026,220-GGHSS NAWAN KOT(A)
LAYYAH,CHAUBARA,32210011,221-GES CHAK NO.473 TDA
LAYYAH,KAROR LALISAN,32220002,222-GHS Chak 98/ML(C)
LAYYAH,CHAUBARA,32210001,223-GHS Chak 321/TDA
LAYYAH,KAROR LALISAN,32220188,224-GES CHAK NO. 239-B TDA(A)
LAYYAH,CHAUBARA,32210018,225-GES CHAK NO.315 TDA
LAYYAH,CHAUBARA,32210025,226-GGES CHAK NO.315 TDA
LAYYAH,LAYYAH,32230010,227-GHS SHERAN WALA
LAYYAH,LAYYAH,32230039,228-GGHS KHOKHAR WALA
LAYYAH,CHAUBARA,32210016,229-GES CHAK NO. 498/TDA
LAYYAH,CHAUBARA,32210002,230-GHS Chak 123/ML
LAYYAH,KAROR LALISAN,32220037,231-GES CHAK NO 102 TDA(A)
LAYYAH,KAROR LALISAN,32220011,232-GHS CHAK NO. 94/ TDA
LAYYAH,KAROR LALISAN,32220025,233-GGHS Chak 94/TDA
LAYYAH,KAROR LALISAN,32220049,234-GES SHEINH WALA
LAYYAH,KAROR LALISAN,32220006,235-GHS LASKANI WALA
LAYYAH,KAROR LALISAN,32220006,236-GHS LASKANI WALA(a)
LAYYAH,LAYYAH,32230052,237-GES CHAK NO. 471 TDA
LAYYAH,LAYYAH,32230085,238-GES CHAK NO 388 TDA
LAYYAH,LAYYAH,32230305,239-GPS CHAK NO.388 A/TDA
LAYYAH,LAYYAH,32230033,240-GGHS Chowk Azam(C)
LAYYAH,LAYYAH,32230033,241-GGHS Chowk Azam(d)
LAYYAH,LAYYAH,32230033,242-GGHS Chowk Azam(e)
LAYYAH,LAYYAH,32230050,243-GES CHOWK AZAM(A)
LAYYAH,LAYYAH,32230313,244-GGES WARD NO.4 CHOWK AZAM(A)
LAYYAH,CHAUBARA,32210265,245-GPS RAI GULL WALA
LAYYAH,LAYYAH,32230318,246-GGES CHAK NO.463/TDA
LAYYAH,LAYYAH,32230131,247-GGHS CHAK NO 146 TDA DAGREE
LAYYAH,LAYYAH,32230291,248-GPS CHAK NO.146 TDA DAGREE
LAYYAH,CHAUBARA,32210250,249-GES NOSHERA THAL KALAN NO.2
LAYYAH,CHAUBARA,32210241,250-GES CHAK NO. 370 B/TDA
LAYYAH,CHAUBARA,32210281,251-GPS CHAK NO. 370/A TDA
LAYYAH,LAYYAH,32230051,252-GHS CHAK NO.399 TDA
LAYYAH,LAYYAH,32230054,253-GHS CHENAY WALA
LAYYAH,LAYYAH,32230203,254-GES CHAK NO.171 TDA
LAYYAH,LAYYAH,32230037,255-GGHS Peer Jaggi(C)
LAYYAH,LAYYAH,32230110,256-GGES CHAK NO.171/TDA(A)
LAYYAH,LAYYAH,32230009,257-GHS PEER JAGGI(B)
LAYYAH,LAYYAH,32230038,258-GGHS CHAK NO. 173 TDA
LAYYAH,CHAUBARA,32210021,259-GES NEHRIAN WALA
LAYYAH,CHAUBARA,32210019,260-GES AWAN ABAD(A)
LAYYAH,LAYYAH,32230061,261-GES IJAZ WALA(B)
LAYYAH,LAYYAH,32230062,262-GES KHAN WALA(B)
LODHRAN,KAROR PACCA,36620002,101-GHS BAHAWAL GARH(a)
LODHRAN,KAROR PACCA,36620010,102-GHS JHANBI WAHIN(A)
LODHRAN,DUNYAPUR,36630016,103-GHSS JHANDiR WAH
LODHRAN,DUNYAPUR,36630016,104-GHSS JHANDiR WAH(a)
LODHRAN,LODHRAN,36610007,105-GHS KOTLA ALI DASTI
LODHRAN,LODHRAN,36610049,106-GEMS JAL WALA
LODHRAN,LODHRAN,36610113,107-GPS DIPAY WALA
LODHRAN,KAROR PACCA,36620011,108-GHS DHANOTE
LODHRAN,KAROR PACCA,36620011,109-GHS DHANOTE(a)
LODHRAN,KAROR PACCA,36620012,110-GGHSS DHANOTE
LODHRAN,KAROR PACCA,36620013,111-GHS LANJARI ADDA LAIL PUR
LODHRAN,LODHRAN,36610008,112-GHS CHAK HIMTA
LODHRAN,DUNYAPUR,36630025,113-GGHS DUNYA PUR(A)
LODHRAN,DUNYAPUR,36630025,114-GGHS DUNYA PUR(b)
LODHRAN,DUNYAPUR,36630006,115-GHS 253/WB
LODHRAN,DUNYAPUR,36630006,116-GHS 253/WB(A)
LODHRAN,LODHRAN,36610002,117-GHS HAVELI NASEER KHAN(C)
LODHRAN,LODHRAN,36610002,118-GHS HAVELI NASEER KHAN(D)
LODHRAN,LODHRAN,36610012,119-GHS SALSADAR
LODHRAN,KAROR PACCA,36620005,120-GHS AMEER PUR SADAT
LODHRAN,LODHRAN,36610009,121-GHS ADAM WAHAN
LODHRAN,LODHRAN,36610019,122-GGHS ADAM WAHIN LODHRAN
LODHRAN,DUNYAPUR,36630019,123-GHS 362/W.B
LODHRAN,DUNYAPUR,36630011,124-GHS 343/WB
LODHRAN,DUNYAPUR,36630030,125-GGHS 363 WB
LODHRAN,DUNYAPUR,36630012,126-GHS QUTAB PUR SADAT(C)
LODHRAN,DUNYAPUR,36630012,127-GHS QUTAB PUR SADAT(d)
LODHRAN,DUNYAPUR,36630023,128-GHS JALLA ARIAN
LODHRAN,DUNYAPUR,36630002,129-GGHSS JALLAH ARIAN
LODHRAN,DUNYAPUR,36630007,130-GHS 3/M DUNYAPUR
LODHRAN,DUNYAPUR,36630007,131-GHS 3/M DUNYAPUR(b)
LODHRAN,LODHRAN,36610052,132-GGHS GALLAY WALA
LODHRAN,LODHRAN,36610018,133-GGHS LODHRAN(a)
LODHRAN,KAROR PACCA,36620023,134-GGHS AMEER PUR SADAT
LODHRAN,KAROR PACCA,36620007,135-GHS GAHI MUMMAR
LODHRAN,KAROR PACCA,36620028,136-GGES GAHI MUMAR P/O GAHI MUMAR
LODHRAN,LODHRAN,36610014,137-GHS CHAK NO.49/M(B)
LODHRAN,LODHRAN,36610046,138-GGHS 49/M(B)
LODHRAN,KAROR PACCA,36620009,139-GHS QADIR PUR CHIMNA(a)
LODHRAN,LODHRAN,36610005,140-GHS WAHI ALI ARIAN
LODHRAN,LODHRAN,36610130,141-GES BAHMENI WALA
LODHRAN,LODHRAN,36610151,142-GES BAND ALI PUR
LODHRAN,LODHRAN,36610004,143-GHS GOGRAN(A)
LODHRAN,LODHRAN,36610004,144-GHS GOGRAN(b)
LODHRAN,DUNYAPUR,36630015,145-GHS 35/M
LODHRAN,LODHRAN,36610067,146-GHS MUNDHALI
LODHRAN,LODHRAN,36610045,147-GGHS GOGRAN
LODHRAN,DUNYAPUR,36630001,148-GHSS MAKHDOOM AALI DUNYA PUR(A)
LODHRAN,DUNYAPUR,36630001,149-GHSS MAKHDOOM AALI DUNYA PUR(B)
LODHRAN,DUNYAPUR,36630026,150-GGHSS 358/WB(D)
LODHRAN,DUNYAPUR,36630009,151-GHS 321/WB
LODHRAN,DUNYAPUR,36630009,152-GHS 321/WB(A)
LODHRAN,LODHRAN,36610003,153-GHS LODHRAN
LODHRAN,LODHRAN,36610003,154-GHS LODHRAN(a)
LODHRAN,LODHRAN,36610020,155-GES FAIZ ABAD
LODHRAN,LODHRAN,36610036,156-GHS GAGAN HATTA 100 M
LODHRAN,LODHRAN,36610036,157-GHS GAGAN HATTA 100 M(a)
LODHRAN,LODHRAN,36610062,158-GES RAILWAY STATION LODHRAN
LODHRAN,LODHRAN,36610062,159-GES RAILWAY STATION LODHRAN(a)
LODHRAN,KAROR PACCA,36620008,160-GHS MASSA KOTHA(B)
LODHRAN,KAROR PACCA,36620026,161-GGHS MASSA KOTHA KEHROR PACCA(B)
LODHRAN,DUNYAPUR,36630008,162-GHS DUNYA PUR
LODHRAN,DUNYAPUR,36630073,163-GES NO 1 DUNYA PUR
LODHRAN,DUNYAPUR,36630088,164-GES CHAK NO. 11/M DUNPUR
LODHRAN,KAROR PACCA,36620006,165-GHS RIND JADA
LODHRAN,KAROR PACCA,36620025,166-GGHS RIND JADA
LODHRAN,DUNYAPUR,36630020,167-GHS 376/WB DUNYAPUR
LODHRAN,DUNYAPUR,36630065,168-GGHS School 377/WB
LODHRAN,KAROR PACCA,36620025,169-GGHS RIND JADA(B)
LODHRAN,KAROR PACCA,36620009,170-GHS QADIR PUR CHIMNA(B)
LODHRAN,LODHRAN,36610015,171-GHS DANWRAN
LODHRAN,LODHRAN,36610010,172-GHS QURESHI WALA(D)
LODHRAN,DUNYAPUR,36630018,173-GHS 355/WB
LODHRAN,DUNYAPUR,36630051,174-GGHS 355/WB
LODHRAN,KAROR PACCA,36620003,175-GHS KEHROR PACCA(F)
LODHRAN,KAROR PACCA,36620003,176-GHS KEHROR PACCA(g)
LODHRAN,KAROR PACCA,36620003,177-GHS KEHROR PACCA(h)
LODHRAN,KAROR PACCA,36620004,178-GHS ISLAMIA PUBLIC KEHROR PACCA(A)
LODHRAN,KAROR PACCA,36620035,179-GHS MC SOCIAL KEHROR PACCA(A)
LODHRAN,KAROR PACCA,36620064,180-GES CHORE WAH BASTI KHAN PUR(A)
LODHRAN,KAROR PACCA,36620082,181-GES BASTI PAKKA(A)
LODHRAN,LODHRAN,36610030,182-GHS KONDI
LODHRAN,LODHRAN,36610041,183-GGHS QURESHI WALA(D)
LODHRAN,LODHRAN,36610016,184-GHS GILLAY WALA LODRAAN(A)
LODHRAN,LODHRAN,36610053,185-GGHS RAWANI(B)
LODHRAN,LODHRAN,36610042,186-GGHS QUAID ABAD
LODHRAN,LODHRAN,36610203,187-GGES KOREY WALA
LODHRAN,DUNYAPUR,36630028,188-GGHSS 35/M(B)
LODHRAN,KAROR PACCA,36620001,189-GGHSS KEHROR PACCA(a)
LODHRAN,KAROR PACCA,36620001,190-GGHSS KEHROR PACCA(b)
LODHRAN,DUNYAPUR,36630029,191-GGHS 227/WB DUNYAPUR(A)
LODHRAN,DUNYAPUR,36630038,192-GES CHAK NO. 227/WB(A)
MANDI BAHA UD DIN,PHALIA,34630009,101-Govt. S.M. H/S DHOUL RANJHA
MANDI BAHA UD DIN,PHALIA,34630047,102-GGHS DHOUL RANJHA
MANDI BAHA UD DIN,PHALIA,34630010,103-GHS ISLAMIA MILLAT MADHRAY
MANDI BAHA UD DIN,PHALIA,34630002,104-GHS BHEROWAL
MANDI BAHA UD DIN,PHALIA,34630072,105-GGHS BHEROWAL
MANDI BAHA UD DIN,MALIKWAL,34610030,106-GES NOOR PUR PIRAN
MANDI BAHA UD DIN,MALIKWAL,34610038,107-GGHS HARIA
MANDI BAHA UD DIN,MALIKWAL,34610110,108-GES BADSHAH PUR
MANDI BAHA UD DIN,PHALIA,34630017,109-GHS BOHA HASSAN
MANDI BAHA UD DIN,PHALIA,34630071,110-GGHS BHOA HASAN
MANDI BAHA UD DIN,PHALIA,34630231,111-GES CHAK SHAHBAZ
MANDI BAHA UD DIN,PHALIA,34630011,112-GHS NARANG(a)
MANDI BAHA UD DIN,PHALIA,34630061,113-GGHS NARANG
MANDI BAHA UD DIN,PHALIA,34630302,114-GMPS DHUDRA
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620014,115-GHS IQBAL CHAK NO.14
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620015,116-GHS KUTHIALA SHEKHAN
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620016,117-GHS KADHAR
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620074,118-GGHS KHUTHIALA SHEIKHAN
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620106,119-GES DERA MIAN SAHIB KADHER
MANDI BAHA UD DIN,MALIKWAL,34610008,120-GHS PIND MAKKO
MANDI BAHA UD DIN,MALIKWAL,34610015,121-GHS MONA DEPOT
MANDI BAHA UD DIN,MALIKWAL,34610024,122-GGHS MONA DEPOT
MANDI BAHA UD DIN,PHALIA,34630012,123-GHS PUBLIC PINDI KALU
MANDI BAHA UD DIN,PHALIA,34630013,124-GHS JOKALIAN
MANDI BAHA UD DIN,PHALIA,34630021,125-GGHS JOKALIAN
MANDI BAHA UD DIN,PHALIA,34630063,126-GGHS PINDI KALU
MANDI BAHA UD DIN,PHALIA,34620022,127-GHS ISLAMIA M.B.DIN
MANDI BAHA UD DIN,PHALIA,34620049,128-GES CHAK FATEH SHAH
MANDI BAHA UD DIN,PHALIA,34620073,129-GGES PINDI BAHAUDDIN
MANDI BAHA UD DIN,PHALIA,34620354,130-GGHS SUFI PURA M.B.DIN
MANDI BAHA UD DIN,PHALIA,34630007,131-GHS ISLAMIA PHALIA
MANDI BAHA UD DIN,PHALIA,34630046,132-GGES PHALIA
MANDI BAHA UD DIN,PHALIA,34630054,133-GGES RAIKEY
MANDI BAHA UD DIN,PHALIA,34630150,134-GES RAGH
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620018,135-GHS SIR SYED M.B.DIN
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620023,136-GGHS MC MODEL M.B.DIN
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620031,137-GGHS M.B.DIN
MANDI BAHA UD DIN,MALIKWAL,34610174,138-GGES MAJHI
MANDI BAHA UD DIN,MALIKWAL,34620024,139-GHS AHLA
MANDI BAHA UD DIN,MALIKWAL,34620188,140-GGHS AHLA
MANDI BAHA UD DIN,MALIKWAL,34610017,141-GHS MIANA GONDAL
MANDI BAHA UD DIN,MALIKWAL,34610023,142-GGHSS MIANA GONDAL
MANDI BAHA UD DIN,MALIKWAL,34610046,143-GGES WARYIAT
MANDI BAHA UD DIN,PHALIA,34630018,144-GHS SAIDA SHARIF
MANDI BAHA UD DIN,PHALIA,34630040,145-GES SEERAY
MANDI BAHA UD DIN,PHALIA,34630069,146-GGHS SAIDA SHARIF
MANDI BAHA UD DIN,MALIKWAL,34610002,147-GGHS MALAKWAL
MANDI BAHA UD DIN,MALIKWAL,34610009,148-GHS CHOOT DHEERAN
MANDI BAHA UD DIN,MALIKWAL,34610028,149-GES RAILWAY COLONY MALAKWAL
MANDI BAHA UD DIN,MALIKWAL,34610204,150-Govt. girls h/s chot dheeran
MANDI BAHA UD DIN,MALIKWAL,34610003,151-GHS MALAKWAL(A)
MANDI BAHA UD DIN,MALIKWAL,34610003,152-GHS MALAKWAL(B)
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620021,153-GHSS KHEWA (A)
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620063,154-GGES KHEWA(A)
MANDI BAHA UD DIN,MALIKWAL,34610225,155-GGES WARA ALAM SHAH
MANDI BAHA UD DIN,MALIKWAL,34610007,156-GHS MAJHI(A)
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620020,157-GHS M.B.DIN
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620032,158-GGHS PUBLIC M.B.DIN
MANDI BAHA UD DIN,PHALIA,34630019,159-GHS RERKA BALA(A)
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620084,"160-GGHS MC NEAR FRUIT MANDI, MANDI BAHAUDDIN"
MANDI BAHA UD DIN,PHALIA,34630044,161-GGHS RAIRKA BALA(A)
MANDI BAHA UD DIN,MALIKWAL,34610011,162-GHS ISLAMIA WARA ALAM SHAH(C)
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620348,163-GES MODEL  MC MANDI BAHAUDDIN
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620054,164-GES CHAK NO. 2 JANOOBI
MANDI BAHA UD DIN,MALIKWAL,34610010,165-GHS GOJRA
MANDI BAHA UD DIN,MALIKWAL,34610045,166-GGHS GOJRA
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620005,167-GHSS BHIKHI SHARIF
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620004,168-GHSS HEAD RASUL
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620061,169-GGES HEAD RASOOL
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620062,170-GGHSS NAI ABADI RASUL
MANDI BAHA UD DIN,PHALIA,34610014,171-gimhs mumdana(G)
MANDI BAHA UD DIN,PHALIA,34610031,172-GHS PINDI RAWAN(C)
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620007,173-GHS CHROUND
MANDI BAHA UD DIN,PHALIA,34630014,174-GHS NASEEM HASLANWALA
MANDI BAHA UD DIN,PHALIA,34630036,175-GHS LASURI KALAN
MANDI BAHA UD DIN,PHALIA,34630037,176-GES NOOR JAMAL
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620083,177-GGHS CHAK NO. 13
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620081,178-GGHS BHIKHI SHARIF
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620038,179-GHS CHAK BASAWA
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620065,180-GGHS CHORUND
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620207,181-GGES CHAK BASAWA
MANDI BAHA UD DIN,PHALIA,34630015,182-GHS CHAK MANO
MANDI BAHA UD DIN,PHALIA,34630288,183-GGHS BENZIR BHIUTTO SHAHEED CHAK MANO
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620011,184-GHS public islamia MIANWAL RANJHA
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620415,185-GHS ISLAMIA PANDOWAL bala
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620001,186-GHSS DHOK KASIB
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620002,187-GHSS MAKHnanWALI
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620035,188-GGHS DHOK NAWAN LOK
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620072,189-GGHS DHOK SAHARAN
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620013,190-GHS LIAQAT MODAL SAHNA
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620034,191-GGHS SAHNA(A)
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620080,192-GGHSS MIANWAL RANJHA M.B.DIN.
MANDI BAHA UD DIN,PHALIA,34630004,193-GHS DHUNNI KALAN
MANDI BAHA UD DIN,PHALIA,34630082,194-GMPS CHAITO
MANDI BAHA UD DIN,PHALIA,34630008,195-GHS PILOT PHALIA
MANDI BAHA UD DIN,PHALIA,34630232,196-GGCMES PHALIA AMIR(A)
MANDI BAHA UD DIN,PHALIA,34630028,197-GES PHALIA AMIR
MANDI BAHA UD DIN,PHALIA,34630049,198-GGHS KALU
MANDI BAHA UD DIN,PHALIA,34630123,199-GES KAILU
MANDI BAHA UD DIN,PHALIA,34630020,200-GGHS PHALIA
MANDI BAHA UD DIN,PHALIA,34630119,201-GES DHAL
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620027,202-GHSS SOHAWA BOLANI
MANDI BAHA UD DIN,MALIKWAL,34610012,203-GHS RUKKAN
MANDI BAHA UD DIN,MALIKWAL,34610012,204-GHS RUKKAN(a)
MANDI BAHA UD DIN,MALIKWAL,34610021,205-GGHS RUKKAN
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620019,206-GHS PUBLIC WASU MB DIN
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620029,207-GHS MANGAT
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620033,208-GGHS MANGAT
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620053,209-GHS JHOLANA
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620068,210-GGHS WASU
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620077,211-GGHS SOHAWA DILLOANA
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620246,212-GGES BBS SOHAWA BOLANI
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620003,213-GHS T-MILLAT M.B.DIN(A)
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620006,214-GGHSS MONG(A)
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620026,215-GHS MONG(A)
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620045,216-GGES WAPDA COLONY(A)
MANDI BAHA UD DIN,PHALIA,34630001,217-GHSS QADIRABAD
MANDI BAHA UD DIN,PHALIA,34630023,218-GGHS QADIR ABAD
MANDI BAHA UD DIN,PHALIA,34630227,219-GES BHEKHO
MANDI BAHA UD DIN,PHALIA,34630349,220-GGHS BHEKHO
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620008,221-GHS CHAK NO.1
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620009,222-GHS SIVIA
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620010,223-GHS CHELIAN WALA
MANDI BAHA UD DIN,MANDI BAHUDDIN,34620036,224-GGHS CHALIANWALA
MANDI BAHA UD DIN,PHALIA,34630006,225-GHS DHEREKAN KALAN
MANDI BAHA UD DIN,PHALIA,34630029,226-GHS GHANIAN
MANDI BAHA UD DIN,PHALIA,34630051,227-GGHS GHANIAN
MANDI BAHA UD DIN,PHALIA,34630055,228-GGHS DHERAKAN KALAN
MANDI BAHA UD DIN,MALIKWAL,34610043,229-GGES CHAK NO. 16(A)
MANDI BAHA UD DIN,MALIKWAL,34610013,230-GHS BUKKAN(A)
MANDI BAHA UD DIN,PHALIA,34630016,231-GHS PAHRIANWALI
MANDI BAHA UD DIN,PHALIA,34630016,232-GHS PAHRIANWALI(a)
MANDI BAHA UD DIN,PHALIA,34630022,233-GGHS PAHRIAN WALI
MANDI BAHA UD DIN,PHALIA,34630022,234-GGHS PAHRIAN WALI(C)
MANDI BAHA UD DIN,PHALIA,34630005,235-GHS ISLAMIA HELAN
MANDI BAHA UD DIN,PHALIA,34630039,236-GES CHAK JEEWAN
MANDI BAHA UD DIN,PHALIA,34630053,237-GGHSS HELAN
MANDI BAHA UD DIN,PHALIA,34630111,238-GES HELAN
MANDI BAHA UD DIN,MALIKWAL,34610016,239-GHS CHAK NO.26
MANDI BAHA UD DIN,MALIKWAL,34610019,240-GHS BAR MUSA
MANDI BAHA UD DIN,MALIKWAL,34610022,241-GGHS BAR MUSA
MANDI BAHA UD DIN,MALIKWAL,34610049,242-GGES CHAK NO. 26
MANDI BAHA UD DIN,MALIKWAL,34610001,243-GHSS BOSAL
MANDI BAHA UD DIN,MALIKWAL,34610001,244-GHSS BOSAL(c)
MANDI BAHA UD DIN,MALIKWAL,34610069,245-GPS BOSAL MASOOR
MIANWALI,ISA KHEL,38310002,101-GHSS Kamar Mushani
MIANWALI,ISA KHEL,38310039,102-GHS KAMAR MASHANI
MIANWALI,ISA KHEL,38310004,103-GHS Khahglan Wala
MIANWALI,MIANWALI,38320003,104-GHSS Daud Khel
MIANWALI,MIANWALI,38320109,105-GES Khan Muhammad Wala
