district_name,tehsil_name,exam_center_emis,xc_name
ATTOCK,FATEH JANG,37120009,101-GHS JHANG
ATTOCK,FATEH JANG,37120038,102-gghs jhang
ATTOCK,FATEH JANG,37120007,103-GBHS Jaffar
ATTOCK,PINDI GHEB,37130004,104-GBHS Dhok Laham
ATTOCK,HAZRO,37160024,105-GHS NARTOPA
ATTOCK,HAZRO,37160019,106-GHS KHAGWANI
ATTOCK,HAZRO,37160022,107-GHSS GHOUR GHUSHTI
ATTOCK,HAZRO,37160035,108-GGHS GHOURGHUSHTI
ATTOCK,HAZRO,37160059,109-GHS JALALIA
ATTOCK,JAND ,37140010,110-GBHS JHAMAT(A)
ATTOCK,JAND ,37140018,111-GHS DAKHNAIR (JAND)
ATTOCK,JAND ,37140032,112-ghs uchhri
ATTOCK,JAND ,37140025,113-GGHS THATTA
ATTOCK,FATEH JANG,37120012,114-GBHS Qutbal
ATTOCK,HASSANABDAL,37150001,115-GBHSS Hassan Abdal
ATTOCK,ATTOCK,37110009,116-GBHS Mirza
ATTOCK,ATTOCK,37110032,117-GGHSS MIRZA
ATTOCK,ATTOCK,37110005,118-GHSS ATTOCK
ATTOCK,ATTOCK,37110007,119-GHSS PAC F-6 KAMRA
ATTOCK,ATTOCK,37110014,120-GHS KAMRA KALAN
ATTOCK,ATTOCK,37110030,121-GGHS AMF KAMRA CANTT
ATTOCK,ATTOCK,37110076,122-GGHS KAMRA KALAN
ATTOCK,HAZRO,37160016,123-GHS HAROON
ATTOCK,HAZRO,37160026,124-GHS HAMEED
ATTOCK,HAZRO,37160027,125-GHS MALHOO
ATTOCK,HAZRO,37160083,126-GGHS HAROON
ATTOCK,HAZRO,37160084,127-GGHS HAMEED
ATTOCK,JAND ,37140020,128-GGHS JAND
ATTOCK,ATTOCK,37110013,129-GBHS Garyala
ATTOCK,FATEH JANG,37120003,130-GHsS Malal
ATTOCK,FATEH JANG,37120008,131-GBHS Bahter
ATTOCK,JAND ,37140040,132-GGHS CHAPRI
ATTOCK,JAND ,37140019,133-GBHS CHHAB
ATTOCK,JAND ,37140026,134-GGHSS CHHAB
ATTOCK,FATEH JANG,37120042,135-GGHS JAFFAR
ATTOCK,HASSANABDAL,37150015,136-GHS Sultan Pur
ATTOCK,ATTOCK,37110043,137-GHS SOJHANDA
ATTOCK,ATTOCK,37110006,138-GHS SHEEN BAGH
ATTOCK,ATTOCK,37110033,139-GGHS Sheen Bagh
ATTOCK,ATTOCK,37110052,140-GHS DAKHNAIR (ATTOCK)
ATTOCK,HASSANABDAL,37150006,141-GHS BHALAR JOGI
ATTOCK,HASSANABDAL,37150018,142-GGHS Bhlar Jogi
ATTOCK,PINDI GHEB,37130024,143-GBHS Maira Sharif
ATTOCK,FATEH JANG,37120020,144-GHS JANGEL
ATTOCK,PINDI GHEB,37130038,145-GGHS Datwal
ATTOCK,PINDI GHEB,37130016,146-GGHS Khaur Company
ATTOCK,JAND ,37120149,147-GES KAMRA FATEH JANG
ATTOCK,JAND ,37140022,148-GGHS KHUNDA
ATTOCK,PINDI GHEB,37130026,149-GES KHOUR CITY(A)
ATTOCK,JAND ,37140006,150-GBHS KHUNDA(A)
ATTOCK,FATEH JANG,37120002,151-GBHS No.2 F.Jang
ATTOCK,FATEH JANG,37120048,152-GPS FATEH JANG WEST
ATTOCK,FATEH JANG,37120014,153-GHS SHAH RAI SADULLAH
ATTOCK,HASSANABDAL,37150004,154-GHS Fateh Ullah
ATTOCK,ATTOCK,37110011,155-GBHS Haji Shah
ATTOCK,ATTOCK,37110034,156-GGHS HAJI SHAH
ATTOCK,ATTOCK,37110053,157-GBHS FAQEERABAD ATTOCK
ATTOCK,ATTOCK,37160012,158-GHS MULLAN MANSOOR
ATTOCK,ATTOCK,37160144,159-GBHS MANSAR
ATTOCK,FATEH JANG,37120047,160-GPS NO2 FATEH JANG(A)
ATTOCK,HAZRO,37160017,161-GHS NO. 1 HAZRO
ATTOCK,HAZRO,37160054,162-GHS HAZRO NO.2
ATTOCK,HAZRO,37160151,163-GPS HAZRO NO.1
ATTOCK,HAZRO,37160017,164-GHS NO. 1 HAZRO(A)
ATTOCK,FATEH JANG,37120017,165-GGHSS Kot Fateh Khan(A)
ATTOCK,PINDI GHEB,37130007,166-GBHSS Khaur
ATTOCK,PINDI GHEB,37130012,167-GHS AHMEDAL
ATTOCK,HASSANABDAL,37150008,168-GES HASSANABDAL(A)
ATTOCK,HAZRO,37160037,169-GGHSS SHADI KHAN
ATTOCK,JAND ,37140012,170-GHS HADDO WALI
ATTOCK,JAND ,37140013,171-GHS TARAP
ATTOCK,JAND ,37140014,172-GHS KANI
ATTOCK,JAND ,37140016,173-GBHS Injra
ATTOCK,PINDI GHEB,37130031,174-GGHS Fatima Jinnah
ATTOCK,HAZRO,37160001,175-GHSS SHADI KHAN
ATTOCK,FATEH JANG,37120045,176-GGHS QUTBAL(A)
ATTOCK,HASSANABDAL,37150002,177-GGHSS Hassan Abdal
ATTOCK,HASSANABDAL,37150003,178-GHS HASSAN ABDAL
ATTOCK,HASSANABDAL,37150133,179-GGHS HASSAN ABDAL
ATTOCK,JAND ,37140008,180-GHS BHATIOT
ATTOCK,ATTOCK,37110010,181-GHSS DAURDAD(B)
ATTOCK,ATTOCK,37110036,182-GGHS BOLIAN WAL(B)
ATTOCK,ATTOCK,37110049,183-GHS KAWA(B)
ATTOCK,PINDI GHEB,37130018,184-GGHS KAMRIAL
ATTOCK,PINDI GHEB,37130011,185-GHS KAMRIAL
ATTOCK,ATTOCK,37110003,186-GPSS Attock(B)
ATTOCK,ATTOCK,37110041,187-GHS (MC) ATTOCK CITY(A)
ATTOCK,JAND ,37140048,188-GHS JAND NO. 2
ATTOCK,PINDI GHEB,37130005,189-GHS IKHLAS
ATTOCK,PINDI GHEB,37130017,190-GGHS Akhlas
ATTOCK,ATTOCK,37110029,191-GGHS ATTOCK NO.2(B)
ATTOCK,JAND ,37140002,192-GHS CHOORA SHARIF
ATTOCK,JAND ,37140179,193-GGES MOHALLA TEHRA JAND
ATTOCK,HAZRO,37160062,194-GHS FORMULI
ATTOCK,HAZRO,37160063,195-GES MALLAH
ATTOCK,ATTOCK,37110066,196-GGHS PEPOLES COLONY ATTOCK(B)
ATTOCK,FATEH JANG,37120001,197-GHS FATEH JANG NO.1
ATTOCK,FATEH JANG,37120029,198-GHS BURJ
ATTOCK,FATEH JANG,37120336,199-GPS TEHSIL ROAD FATEH JANG NO.1
ATTOCK,FATEH JANG,37120015,200-GGHS No.1 F.Jang(C)
ATTOCK,PINDI GHEB,37130035,201-GGHS TOOT
ATTOCK,JAND ,37140004,202-GHS SAGHRI
ATTOCK,JAND ,37140005,203-GBHSS NARA
ATTOCK,JAND ,37140001,204-GBHS NO.1 JAND(A)
ATTOCK,JAND ,37140001,205-GBHS NO.1 JAND(b)
ATTOCK,HASSANABDAL,37150014,206-GHS BURHAN
ATTOCK,HASSANABDAL,37150020,207-GGES BURHAN
ATTOCK,JAND ,37140011,208-GBHS KOT CHHAJJI
ATTOCK,JAND ,37140021,209-GGHS KOT CHAJI
ATTOCK,FATEH JANG,37120041,210-GGHS GALI JAGEER
ATTOCK,FATEH JANG,37120129,211-GES GALI JAGEER
ATTOCK,FATEH JANG,37120024,212-GHS RATWAL(A)
ATTOCK,FATEH JANG,37120293,213-GGHS (MC) No.4 FATEH JANG(A)
ATTOCK,FATEH JANG,37120297,214-GGHS No.2 F.Jang(A)
ATTOCK,FATEH JANG,37120005,215-govt boys higher secondary school KOT FATEH KHAN
ATTOCK,ATTOCK,37110028,216-GGHSS ATTOCK
ATTOCK,ATTOCK,37110051,217-GHS MARI KANJOOR
ATTOCK,FATEH JANG,37120016,218-GGHS Bahter
ATTOCK,PINDI GHEB,37130065,219-GPS DHULLIAN CITY(A)
ATTOCK,PINDI GHEB,37130020,220-gbhs no.02 pindigheb
ATTOCK,PINDI GHEB,37130015,221-GGHS PINDIGHEB (A)
ATTOCK,PINDI GHEB,37130001,222-GBHS No.1 P. Gheb
ATTOCK,JAND ,37140030,223-GHS JALWAL
ATTOCK,HAZRO,37160025,224-GHS BARAZAI
ATTOCK,HAZRO,37160058,225-GHS MALAK MALA
ATTOCK,HAZRO,37160055,226-GGHS NO. 2 HAZRO
ATTOCK,HAZRO,37160055,227-GGHS NO. 2 HAZRO(a)
ATTOCK,HAZRO,37160080,228-GGHS HAZRO NO.3
ATTOCK,JAND ,37140009,229-GHS BASAL
ATTOCK,JAND ,37130009,230-GHS KISRAN
ATTOCK,JAND ,37140017,231-GBHS Makhad
ATTOCK,HAZRO,37160276,232-GGHS JATIAL(A)
ATTOCK,HAZRO,37160038,233-GGHS SHAMAS ABAD(A)
ATTOCK,HAZRO,37160023,234-GHS BHADUR KHAN(A)
ATTOCK,HAZRO,37160018,235-GHS SHAMSABAD(A)
ATTOCK,JAND ,37140031,236-GHS MATHIAL(A)
ATTOCK,JAND ,37140036,237-GGHS MATHIAL(A)
ATTOCK,FATEH JANG,37120011,238-GHS DHURNAL
ATTOCK,FATEH JANG,37120043,239-GGHS DHURNAL
ATTOCK,PINDI GHEB,37130010,240-GBHS Mianwala
ATTOCK,ATTOCK,37110047,241-GbHS BOOTA
ATTOCK,ATTOCK,37110008,242-GBHS AKHORI(A)
ATTOCK,ATTOCK,37120006,243-GbHS JABBI KASRAN
ATTOCK,JAND ,37140003,244-GBHS TOBA DOMEL
ATTOCK,JAND ,37140024,245-GGHS PIND SULTANI
ATTOCK,JAND ,37140027,246-GHS PIND SULTANI
ATTOCK,JAND ,37140041,247-GGHS DOMEL
ATTOCK,HASSANABDAL,37150088,248-GGPS BUKRA(A)
ATTOCK,HASSANABDAL,37150001,249-GBHSS Hassan Abdal(D)
ATTOCK,HASSANABDAL,37150005,250-GHS POUR MIANA
ATTOCK,HASSANABDAL,37150017,251-GGHS Pourmiana
ATTOCK,FATEH JANG,37120004,252-GHS HATTAR
ATTOCK,PINDI GHEB,37130027,253-GHS SURAG
ATTOCK,PINDI GHEB,37130030,254-GGHSS Malhuwali(C)
BAHAWALNAGAR,HAROONABAD,31140002,"101-GGHSS 132/6.R, HND"
BAHAWALNAGAR,HAROONABAD,31140008,102-g.h/s 433/6-r hnd.
BAHAWALNAGAR,CHISHTIAN,31120004,"103-GGHSS Daharanwala,  CTN"
BAHAWALNAGAR,MINCHINABAD,31150007,104-GHS Model MND
BAHAWALNAGAR,MINCHINABAD,31150007,105-GHS Model MND(a)
BAHAWALNAGAR,MINCHINABAD,31150007,106-GHS Model MND(b)
BAHAWALNAGAR,MINCHINABAD,31150030,107-GES SHEW PURA
BAHAWALNAGAR,MINCHINABAD,31150047,108-GGHS GNASH  PURA
BAHAWALNAGAR,HAROONABAD,31140007,"109-GHS  Mianwala Bangla, HND"
BAHAWALNAGAR,HAROONABAD,31140018,110-G H/S 97 /6R
BAHAWALNAGAR,HAROONABAD,31140021,"111-GHS  146/6.R,HND"
BAHAWALNAGAR,BAHAWALNAGAR,31110012,"112-GHS  Qasimka, BWN"
BAHAWALNAGAR,HAROONABAD,31140106,113-G G H/S 158/7.R
BAHAWALNAGAR,MINCHINABAD,31150036,114-GES MUHAMMAD PUR SANSARAN
BAHAWALNAGAR,CHISHTIAN,31120005,115-G H/S 48/F
BAHAWALNAGAR,CHISHTIAN,31120028,116-GGHS CTN
BAHAWALNAGAR,CHISHTIAN,31120028,117-GGHS CTN(a)
BAHAWALNAGAR,CHISHTIAN,31120047,118-G E/S MAHBOOB COLONY
BAHAWALNAGAR,HAROONABAD,31140016,119-GHS  107/6-R HND
BAHAWALNAGAR,CHISHTIAN,31120014,120-GHS  Mohar Sharif CTN
BAHAWALNAGAR,CHISHTIAN,31120062,121-GES MEHTA JHEDU
BAHAWALNAGAR,FORT ABBAS,31130008,"122-GHS  240/H.L, FTS"
BAHAWALNAGAR,FORT ABBAS,31130005,"123-GHS  227/9.R, FTS"
BAHAWALNAGAR,FORT ABBAS,31130017,124-GGH/S 227/9.R
BAHAWALNAGAR,MINCHINABAD,31150013,"125-GHS  Laleka, MND"
BAHAWALNAGAR,MINCHINABAD,31150013,"126-GHS  Laleka, MND(A)"
BAHAWALNAGAR,HAROONABAD,31140013,127-G.H/S 142/6.R
BAHAWALNAGAR,HAROONABAD,31140014,"128-GHS  123/6.R, HND"
BAHAWALNAGAR,HAROONABAD,31140014,"129-GHS  123/6.R, HND(a)"
BAHAWALNAGAR,FORT ABBAS,31130014,"130-GHS  279/H.R, FTS"
BAHAWALNAGAR,CHISHTIAN,31120030,131-GGHS SATELLITE TOWN CTN
BAHAWALNAGAR,CHISHTIAN,31120069,132-Govt. e/School chak chopa
BAHAWALNAGAR,CHISHTIAN,31120159,133-G H/S SATLite TOWN
BAHAWALNAGAR,BAHAWALNAGAR,31049690,"134-GHS  112/M, CTN"
BAHAWALNAGAR,BAHAWALNAGAR,31120024,135-GHS CHAK NO. 109/F
BAHAWALNAGAR,BAHAWALNAGAR,31120079,136-GGES CHAK NO 108/F
BAHAWALNAGAR,CHISHTIAN,31120006,137-GHS MODEL NO. 1 CTN
BAHAWALNAGAR,CHISHTIAN,31120006,138-GHS MODEL NO. 1 CTN(a)
BAHAWALNAGAR,CHISHTIAN,31120144,139-GES HUSSAIN COLONY
BAHAWALNAGAR,HAROONABAD,31140005,140-GHS canal hnd
BAHAWALNAGAR,HAROONABAD,31140006,141-Govt. MC H/S HND
BAHAWALNAGAR,HAROONABAD,31140006,142-Govt. MC H/S HND(a)
BAHAWALNAGAR,HAROONABAD,31140023,143-GGHS City HND
BAHAWALNAGAR,FORT ABBAS,31130001,144-GHS  FTS
BAHAWALNAGAR,FORT ABBAS,31130001,145-GHS  FTS(a)
BAHAWALNAGAR,FORT ABBAS,31130001,146-GHS  FTS(b)
BAHAWALNAGAR,FORT ABBAS,31130084,147-GMPS Fortabbas
BAHAWALNAGAR,HAROONABAD,31140022,148-GGMHS HND
BAHAWALNAGAR,CHISHTIAN,31120010,149-G. H/S 43/F
BAHAWALNAGAR,CHISHTIAN,31120025,150-G.H/S 103/F
BAHAWALNAGAR,CHISHTIAN,31120026,151-GHS 99/F
BAHAWALNAGAR,CHISHTIAN,31120029,"152-GGHS 14/G,  CTN"
BAHAWALNAGAR,CHISHTIAN,31120127,153-G.G H/S 43/F
BAHAWALNAGAR,CHISHTIAN,31120454,154-G.G E/S 15/G
BAHAWALNAGAR,FORT ABBAS,31130011,155-GHS 319/HR FTS(a)
BAHAWALNAGAR,FORT ABBAS,31130011,156-GHS 319/HR FTS(B)
BAHAWALNAGAR,CHISHTIAN,31120019,157-GOVT. H/S 129/M TEHSIL CHISHTIAN
BAHAWALNAGAR,CHISHTIAN,31120020,158-GOVT. H/S CHAK NO. 121/M
BAHAWALNAGAR,CHISHTIAN,31120045,159-GOVT. GIRLS H/S 130/M
BAHAWALNAGAR,CHISHTIAN,31120106,160-GOVT.GIRLS H/S CHAK NO 127/M
BAHAWALNAGAR,BAHAWALNAGAR,31110014,"161-GHS  Chak Sarkari, BWN"
BAHAWALNAGAR,CHISHTIAN,31120009,"162-GHS  54/F,  CTN"
BAHAWALNAGAR,CHISHTIAN,31120021,163-GHS CHAK NO. 95/F
BAHAWALNAGAR,CHISHTIAN,31120034,164-GGHS CHAK NO. 54/F CHISHTIAN
BAHAWALNAGAR,CHISHTIAN,31120037,165-GGHS CHAK 95/F S CHISHTIAN
BAHAWALNAGAR,HAROONABAD,31140015,"166-GHS  110/6.R, HND(a)"
BAHAWALNAGAR,MINCHINABAD,31150010,167-GHS THERI PERU WALI
BAHAWALNAGAR,FORT ABBAS,31130012,"168-GHS  303/H.R, FTS"
BAHAWALNAGAR,CHISHTIAN,31120023,169-GHS CHAK NO. 9/G
BAHAWALNAGAR,FORT ABBAS,31130003,"170-GHS  199/8.R, FTS"
BAHAWALNAGAR,MINCHINABAD,31150012,"171-GHS  M. Pur Sansaran, MND(A)"
BAHAWALNAGAR,CHISHTIAN,31120011,172-GHS CHAK NO. 23/G(A)
BAHAWALNAGAR,FORT ABBAS,31130010,173-GHS 331/HR FTS
BAHAWALNAGAR,MINCHINABAD,31150003,174-govt. h/s amruka
BAHAWALNAGAR,MINCHINABAD,31150004,175-govt. h/s Hasil Saru MND
BAHAWALNAGAR,MINCHINABAD,31150246,176-GGCMS AHMED PUR
BAHAWALNAGAR,MINCHINABAD,31150002,"177-GHS  Mandi Sadiq Ganj,MND(A)"
BAHAWALNAGAR,MINCHINABAD,31150002,"178-GHS  Mandi Sadiq Ganj,MND(b)"
BAHAWALNAGAR,MINCHINABAD,31150020,179-GGHS MANDI SADIQ GUNH
BAHAWALNAGAR,BAHAWALNAGAR,31110027,180-GHS MARI MIAN SAHIB
BAHAWALNAGAR,FORT ABBAS,31130048,181-GGES303/HR(B)
BAHAWALNAGAR,BAHAWALNAGAR,31110017,182-GOVT. COMPREHENSIVE SCHOOL BWN
BAHAWALNAGAR,BAHAWALNAGAR,31110017,183-GOVT. COMPREHENSIVE SCHOOL BWN(a)
BAHAWALNAGAR,BAHAWALNAGAR,31110020,"184-GHS MODEL Colony, BWN"
BAHAWALNAGAR,BAHAWALNAGAR,31110020,"185-GHS MODEL Colony, BWN(a)"
BAHAWALNAGAR,BAHAWALNAGAR,31110038,186-GGHS CANAL COLONY
BAHAWALNAGAR,HAROONABAD,31140009,"187-GHS  68/4.R, HND"
BAHAWALNAGAR,HAROONABAD,31140030,188-GGHS 68/4R
BAHAWALNAGAR,FORT ABBAS,31130016,"189-GHS  178/7.R, FTS"
BAHAWALNAGAR,FORT ABBAS,31130021,190-GGHS CHAK NO.199/7.R
BAHAWALNAGAR,HAROONABAD,31140003,191-Govt. Model H/S HND (B)
BAHAWALNAGAR,HAROONABAD,31140003,192-Govt. Model H/S HND (c)
BAHAWALNAGAR,CHISHTIAN,31120013,193-GOVT. HIGH SCHOOL
BAHAWALNAGAR,CHISHTIAN,31120059,194-GOVT. HIGH SCHOOL
BAHAWALNAGAR,HAROONABAD,31140086,195-GGHS AL FATIMA TOWN
BAHAWALNAGAR,HAROONABAD,31140039,196-ghs 58/4r(A)
BAHAWALNAGAR,CHISHTIAN,31120018,197-GHS CHAK NO. 135 MURD
BAHAWALNAGAR,BAHAWALNAGAR,31110010,"198-GHS  Mohar Wali, BWN"
BAHAWALNAGAR,BAHAWALNAGAR,31110030,199-GHS DHANI MANI RAM
BAHAWALNAGAR,CHISHTIAN,31120002,200-Govt.H.S.S 207/M
BAHAWALNAGAR,CHISHTIAN,31120016,201-Govt.H/S 201/M
BAHAWALNAGAR,HAROONABAD,31140020,202-GHS 429/6R(C)
BAHAWALNAGAR,HAROONABAD,31140017,203-G.H.S 100 /6.R
BAHAWALNAGAR,HAROONABAD,31140044,204-GES 119/6R
BAHAWALNAGAR,HAROONABAD,31140001,"205-GGHSS Faqir Wali,HND(B)"
BAHAWALNAGAR,HAROONABAD,31140001,"206-GGHSS Faqir Wali,HND(c)"
BAHAWALNAGAR,BAHAWALNAGAR,31110021,"207-GHS  City, BWN(a)"
BAHAWALNAGAR,BAHAWALNAGAR,31110021,"208-GHS  City, BWN(b)"
BAHAWALNAGAR,BAHAWALNAGAR,31110022,209-GHS MC BWN
BAHAWALNAGAR,BAHAWALNAGAR,31110076,210-GGHS BASTI REGRAN (BWN)
BAHAWALNAGAR,CHISHTIAN,31120022,"211-GHS  28/G, CTN"
BAHAWALNAGAR,CHISHTIAN,31120032,212-GGHS CHAK NO 6 GIJANI
BAHAWALNAGAR,CHISHTIAN,31120082,213-G G H/S 35-F
BAHAWALNAGAR,HAROONABAD,31140041,214-GES82/5.R(A)
BAHAWALNAGAR,HAROONABAD,31140004,215-Govt. Rizwia Islamia H/S HND(B)
BAHAWALNAGAR,HAROONABAD,31140079,216-GGES76/4.R(A)
BAHAWALNAGAR,FORT ABBAS,31130024,217-GGHS 319/HR FTS(E)
BAHAWALNAGAR,FORT ABBAS,31130024,218-GGHS 319/HR FTS(f)
BAHAWALNAGAR,BAHAWALNAGAR,31110002,219-GHSS MADRESSA
BAHAWALNAGAR,BAHAWALNAGAR,31110015,220-GHS KAT GANGA SINGH
BAHAWALNAGAR,BAHAWALNAGAR,31110035,221-GGHS MADRASS
BAHAWALNAGAR,HAROONABAD,31140011,222-GHS 30/3R
BAHAWALNAGAR,HAROONABAD,31140027,223-GOVT.GIRLS H/S 30/3.R.
BAHAWALNAGAR,CHISHTIAN,31120007,224-GHS  No.2 CTN
BAHAWALNAGAR,CHISHTIAN,31120052,225-GES CHAK NO. 7/FW Syedanwala
BAHAWALNAGAR,CHISHTIAN,31120652,226-GGES OLD CHISHTIAN
BAHAWALNAGAR,MINCHINABAD,31150001,227-GHS MADHANI WALA MND(A)
BAHAWALNAGAR,BAHAWALNAGAR,31110025,"228-GHS  Chak Ghumana, BWN"
BAHAWALNAGAR,BAHAWALNAGAR,31110086,229-GGHS BALA ARRIAN
BAHAWALNAGAR,HAROONABAD,31140025,"230-GGHS 4/1.R, HND"
BAHAWALNAGAR,HAROONABAD,31140094,231-gghs 14/1.r
BAHAWALNAGAR,MINCHINABAD,31150019,"232-GGHS Kadar Pur, MND"
BAHAWALNAGAR,FORT ABBAS,31130015,"233-GHS  185/7.R, FTS"
BAHAWALNAGAR,FORT ABBAS,31130015,"234-GHS  185/7.R, FTS(a)"
BAHAWALNAGAR,FORT ABBAS,31130078,235-GGHS 190/7R
BAHAWALNAGAR,MINCHINABAD,31150014,"236-GHS  Said Ali, MND"
BAHAWALNAGAR,FORT ABBAS,31130063,237-GGH/S  213/9R(A)
BAHAWALNAGAR,FORT ABBAS,31130006,"238-GHS  213/9.R, FTS(A)"
BAHAWALNAGAR,MINCHINABAD,31150006,"239-GHS  Mcleod Ganj, MND(A)"
BAHAWALNAGAR,MINCHINABAD,31150006,"240-GHS  Mcleod Ganj, MND(b)"
BAHAWALNAGAR,HAROONABAD,31140012,"241-GHS  132/6.R, HND(A)"
BAHAWALNAGAR,HAROONABAD,31140012,"242-GHS  132/6.R, HND(B)"
BAHAWALNAGAR,BAHAWALNAGAR,31110001,"243-GHS S Dunga Bunga, BWN"
BAHAWALNAGAR,BAHAWALNAGAR,31110001,"244-GHS S Dunga Bunga, BWN(A)"
BAHAWALNAGAR,BAHAWALNAGAR,31110033,"245-GGHSS Jund Wala, BWN(L)"
BAHAWALNAGAR,BAHAWALNAGAR,31110018,"246-GHS  Aziz Millat, BWN(A)"
BAHAWALNAGAR,BAHAWALNAGAR,31110018,"247-GHS  Aziz Millat, BWN(b)"
BAHAWALNAGAR,BAHAWALNAGAR,31110048,248-GES MAHBOOB KOT
BAHAWALNAGAR,BAHAWALNAGAR,31110060,249-ges rab nawaz pura
BAHAWALNAGAR,BAHAWALNAGAR,31110626,250-GGHS HAFIZ WALA
BAHAWALNAGAR,BAHAWALNAGAR,31110626,251-GGHS HAFIZ WALA(a)
BAHAWALNAGAR,BAHAWALNAGAR,31110023,252-govt h/s jandwala(D)
BAHAWALNAGAR,BAHAWALNAGAR,31110036,253-GGHS MODEL BWN
BAHAWALNAGAR,BAHAWALNAGAR,31110037,"254-GGHS City, BWN"
BAHAWALNAGAR,BAHAWALNAGAR,31110037,"255-GGHS City, BWN(a)"
BAHAWALNAGAR,BAHAWALNAGAR,31110420,256-GGES MUSLIM COLONY
BAHAWALNAGAR,FORT ABBAS,31130018,257-GGHS BASTI PHULARA
BAHAWALNAGAR,FORT ABBAS,31130019,258-GGHS FTS
BAHAWALNAGAR,MINCHINABAD,31150016,259-GGHS MND (B)
BAHAWALNAGAR,MINCHINABAD,31150026,260-ges mirzeka(B)
BAHAWALNAGAR,FORT ABBAS,31130007,261-Govt H/S 165/7R
BAHAWALNAGAR,FORT ABBAS,31130020,"262-GGHS 185/7.R, FTS"
BAHAWALNAGAR,CHISHTIAN,31120012,"263-GHS  10/F.W,  CTN"
BAHAWALNAGAR,CHISHTIAN,31120036,264-GGHS CHAK NO 10 FW PO CHISHTIAN
BAHAWALNAGAR,BAHAWALNAGAR,31110031,"265-GGHS Dunga Bunga, BWN(a)"
BAHAWALNAGAR,BAHAWALNAGAR,31110031,"266-GGHS Dunga Bunga, BWN(b)"
BAHAWALNAGAR,BAHAWALNAGAR,31110040,267-GES DUNGA BISHONIAN
BAHAWALNAGAR,MINCHINABAD,31150008,"268-GHS  Chaki Faiq,MND"
BAHAWALNAGAR,HAROONABAD,31140010,269-GHS 38/3.R
BAHAWALNAGAR,HAROONABAD,31140028,"270-GGHS 38/3.R, HND"
BAHAWALNAGAR,BAHAWALNAGAR,31110005,271-GHS  Gulab Ali
BAHAWALNAGAR,BAHAWALNAGAR,31110026,272-GHS JHULLAN ARAIN
BAHAWALNAGAR,BAHAWALNAGAR,31110026,273-GHS JHULLAN ARAIN(a)
BAHAWALNAGAR,BAHAWALNAGAR,31110064,274-GGES GULAB ALI(A)
BAHAWALNAGAR,BAHAWALNAGAR,31110003,275-GHS KHATTAN BWN(B)
BAHAWALNAGAR,CHISHTIAN,31120001,"276-GHS S Daharanwala,  CTN"
BAHAWALNAGAR,CHISHTIAN,31120001,"277-GHS S Daharanwala,  CTN(a)"
BAHAWALNAGAR,CHISHTIAN,31120064,278-GES CHAK 167/M
BAHAWALNAGAR,BAHAWALNAGAR,31110034,279-GGHS NOOR SAR(F)
BAHAWALNAGAR,BAHAWALNAGAR,31110013,280-GHS NOOR SAR(D)
BAHAWALPUR,BAHAWALPUR,31220029,101-GOVT MC GIRLS HIGH SCHOOL Kajal pura
BAHAWALPUR,BAHAWALPUR,31220032,102-GGHS CANAL COLONY BAHAWALPUR(c)
BAHAWALPUR,AHMADPUR EAST,31210011,103-GHSS CHANI GOTH
BAHAWALPUR,AHMADPUR EAST,31210011,104-GHSS CHANI GOTH(a)
BAHAWALPUR,HASILPUR,31230006,105-GHS 88/F
BAHAWALPUR,HASILPUR,31230019,106-GGHS CHAK NO.88/F
BAHAWALPUR,HASILPUR,31230042,107-GGES CHAK NO.86/F
BAHAWALPUR,HASILPUR,31230001,108-GHSS 188/M
BAHAWALPUR,HASILPUR,31230017,109-GGHS CHAK NO.189/M
BAHAWALPUR,HASILPUR,31230002,110-GHS HASILPURMANDI
BAHAWALPUR,HASILPUR,31230002,111-GHS HASILPURMANDI(a)
BAHAWALPUR,HASILPUR,31230004,112-GHS 58/F Hasilpur
BAHAWALPUR,HASILPUR,31230018,113-GGHS 58/F Hasilpur
BAHAWALPUR,HASILPUR,31230023,114-GES Gareeb Mohala
BAHAWALPUR,HASILPUR,31230025,115-GES Mifta-Ul-Aloom
BAHAWALPUR,HASILPUR,31230062,116-GGES W.No.8 Hsilpur
BAHAWALPUR,HASILPUR,31230012,117-GHS JAMAL PUR
BAHAWALPUR,HASILPUR,31230012,118-GHS JAMAL PUR(a)
BAHAWALPUR,HASILPUR,31230021,119-GGHS CHAK NO.79/F(b)
BAHAWALPUR,AHMADPUR EAST,31210020,120-GHS Uch Sharif
BAHAWALPUR,AHMADPUR EAST,31210020,121-GHS Uch Sharif(a)
BAHAWALPUR,AHMADPUR EAST,31210053,122-GES UCH BUKHARI
BAHAWALPUR,AHMADPUR EAST,31210059,123-GHS RASOOL PUR
BAHAWALPUR,AHMADPUR EAST,31210056,124-GES FAIZ PUR
BAHAWALPUR,YAZMAN,31240011,125-GHS CHAK NO.106/DB
BAHAWALPUR,KHAIRPUR TAMEWALI,31250004,126-GHS ISRANI(A)
BAHAWALPUR,YAZMAN,31240046,127-GES CHAK NO.108/DB
BAHAWALPUR,KHAIRPUR TAMEWALI,31250001,128-GHS FAZIL KHAIRPUR TAMEWALI
BAHAWALPUR,KHAIRPUR TAMEWALI,31250002,129-GHS KPT
BAHAWALPUR,KHAIRPUR TAMEWALI,31250002,130-GHS KPT(a)
